   93664	pistää_silmä	 idiomatic	Heidän joukostaan minä pistin silmääsi senvuoksi , etten ollut ollenkaan _heidän_ kaltaisensa .
 3697792	pistää_silmä	 idiomatic	Hänen runoelmansa ovat kaikki jokseenkin arkipäiväisiä , mikä erittäinkin pistää silmään Ruunulinnassa , jossa on alkuteoksesta ainoasti ulkotapaukset , vaan ei rahtuakaan sen runollisesta hengestä .
 3731086	pistää_silmä	 idiomatic	Muutamassa sanomattoman upeasti sisustetussa sisähuoneessa , missä erityisesti pistävät silmään alastomat naisvartalot niinhyvin tauluista seinillä kuin parista suuresta kuvaveistoksesta , tapaa Harry papan , Fleegen , Elersin , Heidemanin ja huvilan omistajan , maisteri Littovin .
 3752441	pistää_silmä	   literal	`` Hankoa alas luukusta isälle ja Tom Plattille ja varo ettei Salters-setä pistä silmääsi puhki '' , sanoi Dan kiepsauttaen itsensä ruumaan .
 3776035	pistää_silmä	 idiomatic	Poika oli astunut taaksepäin ja tuijotti häneen jääkylmin katsein ; ja vaikka Olina oli luonut pistävät silmänsä häneen , käänsi hän silmänsä pois pelvolla .
 3792561	pistää_silmä	 idiomatic	Gagulin pistävät silmät olivat seuranneet meitä , hän arvasi heti mitä etsimme .
 3813275	pistää_silmä	 idiomatic	Moitittava on ainoastaan eräs kankeus , joka lukiessa ei pistä silmiin , mutta teatterin permannoilla kenties lienee haitaksi .
 3818831	pistää_silmä	 idiomatic	Valtavan sotavoiman takajoukkoja varjostivat Tlaskalan ja Otomin päämiesten vaakunamerkeillä varustetut liput , joiden joukosta erittäinkin pisti silmiin Xikotenkatlen huonekunnan merkki , valkoinen karja kalliolla , ja vieläkin enemmän Tlaskalan vapaavaltion smaragdeilla ja hopeatöillä runsaasti koristettu lippu , jossa merkkinä oli roomalaisen _signum'in_ muotoon laadittu kultainen kotka levitettyine siipineen .
 3819298	pistää_silmä	 idiomatic	Cortezille heti pisti silmään se seikka , ett'ei kukaan lähestynyt Espanjalaisten kortteria .
 3861325	pistää_silmä	 idiomatic	`` Meillä ei ole enää samoja harrastuksia kun entispäivinä , rouva herttuatar '' , huomautti Aramis hymyillen tässä hämyssä arastelematta , kun ei voinut pistää silmään , mitä puutteellisuuksia myhäily saattoi paljastaa entiseen verraten .
 3877317	pistää_silmä	 idiomatic	Grimaud tarttui luisilla sormillaan hänen käsivarteensa ja osoitti vuodetta , jonka hursteilta jo pisti silmään harmahtava kalman väri .
 3898431	pistää_silmä	 idiomatic	Paitsi sitä oli Mac-Elwin iloinen nuori mies , huoleton ja lystillinen toveri , kun tämä sitä vastoin , joskin hänessä pistivät silmiini ystäväni kasvon-murteet , näytti murheelliselta ja ikäänkuin jonkun salaisen mielikarvauden rasittamalta .
 3904468	pistää_silmä	 idiomatic	Hän oli lyhytkasvuinen , paksu , erittäin pisti silmään hänen lihava leukansa , sellaista leukaa en ole ennen nähnyt .
 3908100	pistää_silmä	 idiomatic	Ei ollut mitään pelkoa , että niin erilaisten pukujen joukosta minun pukuni pistäisi silmiin , erittäinkin kun kaikkien ajatukset olivat ajoon kiintyneet .
 3983460	pistää_silmä	 idiomatic	Romanttikojen heikot puolet alkoivat jo vähitellen pistää silmiin heidän hölläperäisissä ja muodottomissa tuotteissaan .
 4087319	pistää_silmä	 idiomatic	Jo tämän murrosajan alkuvuosina pistää silmään yksi eroitus Pohjanmaan ja Savon herännäisyyden välillä , joka selvästi viittaa siihen , että viimemainitun liikkeen kehitys on oleva toinen kuin ensinmainitun .
 4088504	pistää_silmä	 idiomatic	Esimerkkinä mainittakoon : Koko kirkon edustamisen yhä jatkuva puute , jos kohta ehdotuksen säilyttämiä kirkkoneuvostoja ja kirkonkokouksia , jotka kuitenkin kaipaavat perinpohjaista uudistusta , voidaan pitää yksityisiä seurakuntia ja niiden oikeuksia edustavina ; Tuomiokapitulien kokoonpano ja niiden jäsenten määrääminen kirkkoa ensinkään kuulematta ja sallimatta sen ottaa siihen osaa , vaikka ehdotus epäilemättä täydellä syyllä ei ole hyväksynyt tuota yleisesti tunnustettua ja moitittua järjettömyyttä , että lukion lehtorit , joilta tavallisesti täydellisesti puuttuu valmistusta siihen , ovat siihen itseoikeutettuja jäseniä ; Tuo , lievästi puhuen , epäkirkollinen menettelytapa pappien virkaylennyksissä ja papinvirkojen täyttämisessä ; Kaikkien yliopiston professorien ja apuopettajain sekä lukionlehtorien kohtuuton ja täydellinen vapauttaminen papintutkinnosta , ennenkuin heidät vihitään papeiksi ; Maailmallisissakin tieteissä 'oppineiden ' privilegium exclusivum isoimpiin kirkkoherrakuntiin , johon niinikään oikeuttaa tuo niin satunnainen laudatur pastoraalitutkinnossa ; Se kummallinen dogmaattinen sekavuus , joka kaikkialla pistää silmään ehdotuksen mielipiteissä pyhästä ehtoollisesta ja sen käyttämisestä ; Säädökset julkisesta kirkon-rangaistuksesta , joka , semmoisena kuin ehdotus sen säilyttää , on katkera , kirkkoa alentava irvikuva ; Ehdotuksen inhoittava , n.s .
 4089572	pistää_silmä	 idiomatic	Tämä lojaalisuus pistää silmään liikkeen kiihoittavien käräjäjuttujenkin aikana .
 4200003	pistää_silmä	   literal	Elävältä ankeriaalta hän pisti silmät ja pään puhki kaksihaaraisella kahvelilla ja naulasi sen sillä lailla kyökin pöytään kiinni , saattaaksensa siten mukavammin nylkeä ja leikellä sitä ; tunnustipa hän aivan julkeasti , että hän , niinkuin ylhäisissä taloissa on tapana , oli leikannut reidet eläviltä sammakoilta ja sitten jättänyt ne avuttomina oman onnensa nojaan . ''
 4276026	pistää_silmä	 idiomatic	Olkikattoisen pappilan kaksi lasta , jotka kotona olivat tottuneet vain öljylamppuihin , tunsivat kuin olisivat joutuneet satumaailmaan ; mutta he tunsivat myöskin , kuinka heidän kotikutoisensa surkeasti pistivät silmään kaikkien noiden komeiden pukujen joukossa .
 4307685	pistää_silmä	 idiomatic	Eräänä iltana hänen pisti silmäänsä vaimonsa kalpeus ja kasvojen kärsivä ilme .
 4415471	pistää_silmä	 idiomatic	Don Luis seisoi muutamia askeleita hänestä ja ajatteli valokuvaa kummastuen huomatessaan alkuperäisessä löytävänsä kaikki kuvan kauneudet , kaiken sen kauneuden , johon hän ei tähän saakka ollut kiinnittänyt huomiota , mutta joka nyt pisti silmiin kuin ilmestys .
 4422527	pistää_silmä	 idiomatic	Tuo sana miehesi kirjeessä pisti , ei silmiini , vaan sydämeeni .
 4458818	pistää_silmä	 idiomatic	Ja heti ensi katseella , silloinkin kun puusepät vielä naulasivat ja höyläsivät , kun kulta kilisi pieniin puumaljakoihin , pisti silmään tuo ankaran vakavuuden ja vanhanaikaisen kunniakkuuden leima , tuo sakariston heikko tuoksu , joka luultavasti seurasi huoneuston mukana , tuon vanhan , kostean , pimeän rakennuksen , joka seisoi niin vaiteliaana ja ylhäisenä satavuotisten puittensa varjossa .
 4473893	pistää_silmä	 idiomatic	Mutta eräs toinen piirre , joka » Filosofisissa dialogeissa » pistää silmään , ei enää häviä hänen elämänfilosofiastaan .
 4480530	pistää_silmä	 idiomatic	Jotta selvemmin pistäisi silmään , kuinka paljo eroavaisuutta vielä jäisi mainituiden murteiden välille esimerkkikohtamme käännökseen , tahdomme asettaa esimerkeiksi otetut kohdat sanan sanalta toistensa alle ja tähän liittää saman Raamatun-lauseen käännettynä kolmannelle lapin päämurteelle , nimittäin sille , jota Inarin lappalaiset puhuvat : Norjan lapiksi : Kätjat alme låddit , äi sii kilve , Ruotsin lapiksi : Kätjet almen låddit , äh sije saje , Inarin lapiksi : Käättjedh aalme ludtiit , eä siiji kaalve N. äige pajas tjuoppa , äige tjoakke aitidi , ja R. ähken pajas tjuoppa , ähken tjågge aititi , ja I. eäge niitä , eäge nu'roh viist'an , ja N. almalasj attjadek siin piebma ; äppetgo tii sagga R. almelats attjete sijeb piäbma ; , epetkus tije sagga I. aalmaladsj eättjet sii piäbma ; äppeduv tiiji tjuovtii N. ämbo läk , ko sii .
 4543155	pistää_silmä	 idiomatic	Eniten pisti silmään kaunis paperilinna .
 4561659	pistää_silmä	 idiomatic	Silloin tällöin pisti silmiini joku komeasti kirjaeltu , valkoinen kaulus , kun joku nousi asettamaan kuppinsa pöydälle .
 4569330	pistää_silmä	   literal	Sillä sen sanon sinulle , poika , ettehän vielä pistä silmiä ulos Laukkalan vanhasta isännästä , etkä sinä tule tätä kauemmin juoksemaan kerjäläistytön jälissä .
 4604285	pistää_silmä	 idiomatic	Siellä täällä näemme sentään kaupunkia ympäröivillä kukkuloilla muutamia valkeita rakennuksia , jotka pistävät silmään vihreästä taustastansa .
 4669659	pistää_silmä	 idiomatic	Ulkonainen puhtaus oli kaikkialla tyydyttävä ; kaikki , mikä ensi katseella pisti silmään , oli loistavaa .
 4672273	pistää_silmä	 idiomatic	Uteliaista kuuntelijoista pisti silmiini eräs korkeakasvuinen , leveänaamainen tataarilainen , nimeltä Mametka .
 4728757	pistää_silmä	 idiomatic	Muutamat pienet täplikkäät hirvet , eräs omituinen luullakseni myskisiaksi nimitetty villisika , upeista höyhenistään ylpeilevä kuhankeittäjä , jonkunlainen vyötiäinen ja hyvin lihavaa mäyrää muistuttava kömpelösti vaappuva eläin olivat otuksia , jotka pistivät silmääni ajaessamme pitkin mutkittelevaa lehtokujaa .
 4747564	pistää_silmä	   literal	Ne veivät multa mun iloni , nyt tahtovat surunkin viedä : » Sull ' ei ole oikeutta surra , ei , ja nuori sa oot , se tiedä ! » Ne syöksevät puukon sydämeen , ne pistävät silmähän okaan , ja sanovat : » Et sinä sortua saa ja et saa vaipua lokaan ! » Ei , elkää peljätkö !
 4806585	pistää_silmä	 idiomatic	-- `` Annettuaan vilkkaan kuvauksen useista tapahtumista hänen vierailunsa aikana '' , sanotaan elämäkerrassa , `` jolloin näiden suomalaisten pietistien vapaa , vallaton , törkeästi maallinen elämä räikeästi pisti silmiin '' , kirjoittaa hän edelleen : '' Olen tähän asti puhunut vain pikkuasioista , joita hymyillen silloin tällöin käsittelen .
 4806924	pistää_silmä	 idiomatic	Kapeiden , kivettyjen katujen varsilla kohosivat kaupungin vaatimattomat yksi- ja kaksikerroksiset talot , joista osa keskelle pitkää seinää rakennettuine puoliyläkertoineen , missä oli pääty kadulle päin sekä taitekatto ja ullakkokamareja , pisti silmään kuvaavina muistomerkkeinä edelliseltä vuosisadalta .
 4808353	pistää_silmä	 idiomatic	`` Kaivattiin '' , sanoo Stenbäck , '' useita virsiä ja virrenvärssyjä , jotka olisi kannattanut ottaa vanhasta virsikirjasta , pidettiin eräitä muutoksia onnistumattomina ja levottomuutta ja tyytymättömyyttä herättävinä , paljoksuttiin uusien alkuperäisten virsien lukua , jotka muutoin liian räikeästi pistivät silmiin monien tarpeettomasti ja jonkunmoisella keikailevaisuudella vanhoissa virsissä säilytettyjen vanhentuneiden sanamuotojen ja lauseparsien rinnalla , sekä huomautettiin yleensä oikean raamatullisen tarkkuuden , puhtauden ja yksinkertaisuuden puutetta '' .
 4921962	pistää_silmä	 idiomatic	-- Jos hopeakoruni pistävät silmiinne , voitte käydä takanani , jotta pääsette näkemästä niitä -- eikä ylimystalon emännän juuri sovellukaan käydä piian takana .
 4989055	pistää_silmä	 idiomatic	Helppoa oli päästä sellaisen miehen suosioon , joka näytti niin lempeältä kuin tuomari Ellis : Hän seisoi ovella , mallikelpoisesti puettuna kuin gentleman , ystävällisen näköisenä , pistäen silmiin tässä univormu-ympäristössä siviilipuvullaan .
 5043193	pistää_silmä	 idiomatic	Rintansa peitettiin mustalta samettisesta liiviltä , joka aivan pisti silmään niitä lumivalkeita hiljaisia vastaan , jotka suojelivat hänen käsivarsiaan .
 5082578	pistää_silmä	 idiomatic	Ensimmäisenä oli paksu , hyvillä lihaksilla varustettu mies , joka pisti silmiin rokonarpisten kasvojensa ja päässään olevan keltaisen liinan vuoksi .
 5108063	pistää_silmä	 idiomatic	Talo oli uusi ja komea , vieläpä kauniiksi maalattu , enin kuitenkin pisti silmiin talon kaunis portti .
 5173392	pistää_silmä	 idiomatic	Omituista kyllä ei Sasu Punanen täällä saunassa osoittanut juuri ollenkaan sitä saamattomuutta , joka aina pistää silmään vasta tulleista suomalaisista täällä Pariisissa .
 5173683	pistää_silmä	 idiomatic	Niin pian kuin ajuri oli muutaman tonttivälin ajanut , pisti silmään tien tasaisuus .
 5174449	pistää_silmä	 idiomatic	Sen kaarisulkien metallisini pisti silmiin ylhäiseltä ja komealta .
 5193415	pistää_silmä	   literal	Kitku pisti silmiini , enkä aluksi mitään nähnyt .
 5264653	pistää_silmä	 idiomatic	Suihkulähteen ympärillä , joka äärettömän isosta lazurisäiliöstä purskutti vettänsä viidenkymmenen jalan korkealle , venyi vähäisillä , keltaisilla Barbarian matoilla joukko nubialaisia eunukkeja , jotka olivat puetut uhkeihin purpura- ja kultavärisiin vaatteisin ja varustetut norsunluisilla sotatapparoilla , joitten varret olivat kaunistetut kalliilla arabeskeillä ja somasti pistivät silmiin sinisten ja kiiltävien terien rinnalla .
 5294063	pistää_silmä	 idiomatic	Mihin hyvänsä katsoi , ilmaan tai hiekkaan , kaikkialta pisti silmiin kuin hienoilla neuloilla .
 5301377	pistää_silmä	   literal	`` Oi , kyllä toki , armollinen herra , olisinpa vain heti tuntenut teidät ... mutta aurinko pisti silmiini kun kumarruin eteenpäin , ja minä pelästyin niin , että näin vain neitsyen ja vanhuksen . ''
 5323650	pistää_silmä	   literal	Mitähän olisi , jos pistäisin silmänne puhki ? ''
 5341159	pistää_silmä	 idiomatic	Hänessä oli harvinainen kyky semmoiseen , mikä enin pisti silmään , ja se teki hänen Karlssonin vaaralliseksi kilpailijaksi , sillä eihän se , minkä Karlsson sai aikaan navetan räystään alla tai pellolla , kuinkaan kauvas näkynyt .
 5380718	pistää_silmä	 idiomatic	Minä olen lempeäluontoinen , minua voi vaikkapa tikulla pistää silmään , mutta ei minua pidä suututtaa .
 5417753	pistää_silmä	 idiomatic	Enimmän pistivät silmään kirjavista papereista tehdyt kukkaset , jotka koristivat ikkunaa .
 5422995	pistää_silmä	   literal	Ja kun he haparoivat ja kopeloivat käsillään , niin hän kurkotti varovaisesti kättään , kunnes yksi heistä pisti silmän siihen , luullen sitä sisaren kädeksi .
 5451525	pistää_silmä	 idiomatic	Tosin siellä oli liian paljon väkeä , jotta urheutenne olisi voinut pistää silmään , niin että te ette sitä halunnutkaan näytellä ; mutta täällä se kykenee aiheuttamaan häväistysjutun , ja te tahdotte saavuttaa huomiota millä tavoin hyvänsä .
 5514846	pistää_silmä	 idiomatic	Tämän tähden hänen pyrkimyksensä lisääntyvät heikkouden mukana , ja sen vuoksi lapsuuden heikkous niin suuresti pistää silmään verrattuna varttuneeseen ikään .
 5516950	pistää_silmä	 idiomatic	Ihmissuvun autio saari on maailma ; se seikka , joka enimmin pistää silmään , on aurinko .
 5522152	pistää_silmä	 idiomatic	Tämä vika epäilemättä pistäisi silmään alastomassa ruumiissa ; kuinka se siis vaatteiden verhoamana voisi olla kaunis ?
 5524107	pistää_silmä	 idiomatic	Etenkin silloin hänen käytöstapansa erilaisuus pistää silmään , kun äkkiarvaamatta nuorta väkeä tulee vieraiksi .
 5543019	pistää_silmä	 idiomatic	Ensimmäiseksi pisti silmääni valtava , noin 700 metrin korkuinen vuorijono , joka nousi ja laski hyvin oikullisesti .
 5568195	pistää_silmä	 idiomatic	Hän oli vähän lyhempi Jankelia mutta kasvoiltaan vielä ryppyisempi ja erittäinkin pisti silmään miehen tavattoman suuri ylähuuli .
 5672545	pistää_silmä	 idiomatic	Hänen pisti silmäänsä `` Ihmisen eri ikäkaudet '' ja hän mietti : -- Tuo on petosta ... Noinko sitten elävät ihmiset ?
 5718094	pistää_silmä	 idiomatic	Selkä oli taaksepäin taivutettu , joten vyötäisten notkeus pisti silmään , ja lanteiden kiinteitä muotoja kohotti tummanruskea villaleninki .
 5733569	pistää_silmä	   literal	Mutta niinkauan kuin pelkkä luonto hallitsee , näet kyllä minkälaisia ovat : kynsivät äitinsä rintoja , lyövät niin pian , kuin kykenevät kättä kääntämään , repivät hyönteisiä palasiksi , nyhtävät höyhenet elävistä linnuista ja pistävät silmät sammakoilta .
 5793654	pistää_silmä	 idiomatic	Etenkin kaksi seikkaa pisti silmiin tuossa hienossa , siropukuisessa jaltalaisessa joukossa : iäkkäät naiset olivat pukeutuneet kuin nuoret , ja kenraaleja oli harvinaisen paljon .
 5820658	pistää_silmä	 idiomatic	Hän oli pukeutunut feziin ja työläispukuun , jotta ei pistäisi silmään , sillä sopivana hetkenä hän tahtoi tulla ruumisarkkua hyvin lähelle , koettaakseen täyttää Islamin määräämän pyhän velvollisuuden vainajata kohtaan .
 5840639	pistää_silmä	 idiomatic	Katselkoon hän sitä `` sokkopolkua '' myöten , jolla tarkotan matkamiesten askeleiden niin heikosti merkitsemää latua , että sen erottaa tummemmasta kanervikosta vain hienoinen vehmauden vivahdus , senkin pistäessä silmään ainoastaan jonkun matkan päästä katseltaessa eikä enää jalan sitä jo polkiessa -- pitkin tätä epäselvää uraa etenee nyt seuraamamme henkilö .
